customer_id,loan_type_id,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,default_flag
5,4,3843923,15.14,360,10677.56,2021-05-17,2050-12-11,False
10,3,4650467,7.04,60,77507.78,2018-11-24,2023-10-29,False
10,2,4302986,14.89,240,17929.11,2023-10-16,2043-07-03,False
4,5,2085797,7.92,180,11587.76,2024-11-13,2039-08-27,False
7,5,2169982,7.49,12,180831.83,2021-12-18,2022-12-13,False
6,5,3935926,8.63,360,10933.13,2020-10-09,2050-05-05,False
4,3,2036588,9.16,36,56571.89,2021-10-06,2024-09-20,False
3,5,1376099,14.03,60,22934.98,2017-03-02,2022-02-04,False
7,5,245079,10.68,360,680.77,2020-09-08,2050-04-04,False
5,2,4666022,7.55,24,194417.58,2018-05-06,2020-04-25,False
2,4,3963424,13.98,36,110095.11,2024-11-08,2027-10-24,False
5,3,2628430,12.58,240,10951.79,2018-07-19,2038-04-05,False
2,5,4072906,11.98,84,48486.98,2022-06-02,2029-04-26,False
8,2,4600200,8.17,120,38335.0,2021-04-27,2031-03-06,False
2,4,3337122,15.76,24,139046.75,2018-01-16,2020-01-06,True
4,5,4963471,12.77,48,103405.65,2017-06-11,2021-05-21,False
7,1,2968598,8.54,48,61845.79,2022-10-22,2026-10-01,False
8,3,4794059,9.77,84,57072.13,2020-04-08,2027-03-03,False
6,1,1149888,9.4,48,23956.0,2024-10-08,2028-09-17,False
8,4,3238708,15.57,240,13494.62,2019-08-07,2039-04-24,False
2,5,819817,9.02,360,2277.27,2026-04-27,2055-11-21,False
3,3,3800632,11.46,120,31671.93,2019-08-04,2029-06-12,False
2,4,1316946,15.3,120,10974.55,2023-09-30,2033-08-08,False
9,5,1002635,9.0,360,2785.1,2020-12-22,2050-07-18,False
9,5,2513789,10.27,180,13965.49,2023-10-30,2038-08-12,False
4,5,4718087,12.4,240,19658.7,2016-11-07,2036-07-25,False
6,4,3166398,13.68,48,65966.62,2017-06-21,2021-05-31,False
9,1,4656489,9.07,120,38804.07,2017-06-17,2027-04-26,False
9,3,745981,13.21,180,4144.34,2021-02-01,2035-11-15,False
10,2,564741,9.43,180,3137.45,2023-01-26,2037-11-08,False
10,1,306059,8.57,120,2550.49,2017-04-05,2027-02-12,False
3,2,284613,11.29,24,11858.88,2020-04-09,2022-03-30,False
10,4,2401516,8.49,360,6670.88,2026-01-29,2055-08-25,False
3,4,4617928,14.23,36,128275.78,2017-05-01,2020-04-15,False
6,5,1812680,15.73,84,21579.52,2023-01-18,2029-12-12,False
8,3,1820082,12.01,36,50557.83,2022-09-10,2025-08-25,False
7,2,3734232,11.48,240,15559.3,2019-06-02,2039-02-17,False
9,5,622212,13.52,120,5185.1,2026-04-21,2036-02-28,False
7,1,596969,12.57,48,12436.85,2018-07-24,2022-07-03,False
7,5,2295245,13.16,12,191270.42,2020-09-21,2021-09-16,False
5,5,2980867,9.9,12,248405.58,2017-05-13,2018-05-08,False
3,1,1178703,14.2,360,3274.18,2025-04-07,2054-11-01,False
1,2,148224,15.82,120,1235.2,2021-01-13,2030-11-22,False
10,1,4777295,12.57,12,398107.92,2026-05-26,2027-05-21,False
8,5,4463529,8.01,36,123986.92,2017-07-29,2020-07-13,False
8,3,4527134,15.9,180,25150.74,2017-12-19,2032-10-01,False
9,5,4243471,13.1,360,11787.42,2020-06-23,2050-01-17,False
3,3,4041960,10.0,60,67366.0,2024-08-30,2029-08-04,False
2,1,1667316,11.95,60,27788.6,2021-01-16,2025-12-21,False
4,5,4194268,12.86,84,49931.76,2023-02-24,2030-01-18,False
5,3,1616246,9.06,240,6734.36,2024-12-07,2044-08-24,False
4,2,2917482,9.52,60,48624.7,2017-05-24,2022-04-28,False
7,4,2530286,14.04,240,10542.86,2020-04-30,2040-01-16,False
4,1,3157230,7.32,180,17540.17,2021-11-28,2036-09-10,False
8,2,4976666,14.74,360,13824.07,2020-08-24,2050-03-20,False
7,2,4007326,11.47,240,16697.19,2021-04-07,2040-12-23,False
4,4,76519,13.25,360,212.55,2021-11-15,2051-06-11,False
2,5,4877667,12.08,12,406472.25,2020-09-26,2021-09-21,False
8,3,1535775,14.03,48,31995.31,2022-06-12,2026-05-22,False
1,1,2055422,12.37,24,85642.58,2025-11-18,2027-11-08,False
6,5,940832,15.17,120,7840.27,2024-01-13,2033-11-21,False
7,2,1824129,9.74,180,10134.05,2017-05-23,2032-03-05,False
10,1,3554285,13.77,24,148095.21,2024-12-22,2026-12-12,False
10,2,2548725,9.45,240,10619.69,2023-10-16,2043-07-03,False
7,4,779047,7.63,60,12984.12,2024-02-20,2029-01-24,False
4,5,4727183,14.23,24,196965.96,2022-09-27,2024-09-16,False
3,3,3618780,7.36,12,301565.0,2022-07-09,2023-07-04,True
4,1,2645436,11.67,48,55113.25,2022-02-21,2026-01-31,False
2,2,3526970,10.01,240,14695.71,2019-06-08,2039-02-23,False
5,2,2618247,9.06,24,109093.62,2024-06-17,2026-06-07,False
2,3,3596909,9.43,180,19982.83,2026-03-28,2041-01-08,False
7,1,648196,15.25,48,13504.08,2019-09-19,2023-08-29,False
2,4,2275744,15.62,36,63215.11,2021-08-13,2024-07-28,False
2,2,3553891,11.07,120,29615.76,2024-09-10,2034-07-20,False
8,3,3942993,7.47,36,109527.58,2021-12-02,2024-11-16,True
7,1,2781362,7.6,36,77260.06,2020-11-14,2023-10-30,False
6,3,1642943,15.19,36,45637.31,2017-04-10,2020-03-25,False
4,1,4332733,8.06,120,36106.11,2019-02-04,2028-12-13,False
9,2,618089,11.02,360,1716.91,2021-07-29,2051-02-22,False
8,1,669218,13.32,60,11153.63,2018-12-30,2023-12-04,False
6,5,2594627,15.92,360,7207.3,2022-05-20,2051-12-14,False
7,3,704598,11.64,84,8388.07,2017-03-16,2024-02-08,False
9,3,836861,7.91,180,4649.23,2017-04-09,2032-01-21,False
2,4,1879917,11.76,84,22379.96,2017-11-25,2024-10-19,False
2,4,2421418,10.33,240,10089.24,2023-12-26,2043-09-12,False
2,3,1909870,11.06,24,79577.92,2023-06-10,2025-05-30,False
4,5,1684702,8.8,36,46797.28,2022-12-15,2025-11-29,False
2,5,1329952,11.57,360,3694.31,2019-01-18,2048-08-13,False
6,1,3873763,9.82,120,32281.36,2025-02-03,2034-12-13,False
4,1,1708816,13.78,24,71200.67,2018-06-09,2020-05-29,False
1,1,4776407,13.36,60,79606.78,2019-02-13,2024-01-18,False
2,1,4589931,10.5,180,25499.62,2025-02-13,2039-11-27,False
8,1,471847,13.63,240,1966.03,2026-03-01,2045-11-16,False
4,2,1070105,9.93,120,8917.54,2017-03-28,2027-02-04,False
1,2,450449,8.06,84,5362.49,2019-05-12,2026-04-05,False
6,1,3956060,7.23,120,32967.17,2025-09-19,2035-07-29,False
10,2,940555,14.88,84,11197.08,2020-01-17,2026-12-11,False
8,1,2661985,12.43,84,31690.3,2023-12-10,2030-11-03,False
8,5,4727318,8.04,180,26262.88,2025-10-15,2040-07-28,False
6,5,2237569,10.86,24,93232.04,2023-12-26,2025-12-15,False
8,5,4574569,9.59,240,19060.7,2019-05-28,2039-02-12,False
3,3,2833402,10.24,12,236116.83,2024-03-04,2025-02-27,False
4,1,339620,11.42,84,4043.1,2019-03-13,2026-02-04,False
8,4,810419,8.36,120,6753.49,2017-10-19,2027-08-28,False
7,1,3234317,13.52,60,53905.28,2025-02-06,2030-01-11,False
7,4,2015091,11.99,360,5597.48,2021-03-15,2050-10-09,False
1,4,353941,14.59,60,5899.02,2021-10-22,2026-09-26,False
9,4,4534882,14.84,36,125968.94,2021-04-15,2024-03-30,False
6,4,2787019,14.22,36,77417.19,2022-05-25,2025-05-09,False
7,5,777380,15.5,36,21593.89,2017-04-09,2020-03-24,False
7,4,4484170,11.0,24,186840.42,2022-03-23,2024-03-12,False
3,5,2582710,13.76,24,107612.92,2019-09-28,2021-09-17,False
4,2,61025,12.55,240,254.27,2022-02-11,2041-10-29,False
8,3,1559790,14.55,60,25996.5,2021-01-06,2025-12-11,False
6,5,290422,14.9,240,1210.09,2016-08-31,2036-05-18,False
6,4,2560317,12.42,84,30479.96,2019-10-12,2026-09-05,False
5,4,1540643,13.08,84,18340.99,2021-06-14,2028-05-08,False
1,5,666489,9.9,84,7934.39,2023-06-28,2030-05-22,True
3,4,1227650,13.55,360,3410.14,2019-01-16,2048-08-11,False
6,4,792817,13.37,84,9438.3,2021-01-11,2027-12-06,False
8,2,544937,9.56,60,9082.28,2019-12-22,2024-11-25,False
3,2,2349631,13.2,48,48950.65,2017-03-19,2021-02-26,False
6,2,3993904,8.16,84,47546.48,2023-07-08,2030-06-01,False
4,1,3069450,8.77,360,8526.25,2020-03-26,2049-10-20,False
4,5,356706,8.31,180,1981.7,2017-03-03,2031-12-15,False
1,1,599987,7.26,60,9999.78,2021-07-19,2026-06-23,False
9,2,4637810,10.31,48,96621.04,2016-09-11,2020-08-21,True
3,4,2183026,7.98,360,6063.96,2019-04-30,2048-11-23,False
8,1,3211327,9.9,24,133805.29,2024-06-04,2026-05-25,False
8,1,3718142,13.14,36,103281.72,2025-08-19,2028-08-03,False
3,2,616301,9.67,84,7336.92,2026-01-02,2032-11-26,False
2,1,1267383,9.17,36,35205.08,2025-06-11,2028-05-26,False
6,2,1126145,8.52,36,31281.81,2017-05-11,2020-04-25,False
6,3,854538,8.11,84,10173.07,2018-05-08,2025-04-01,False
2,1,4667238,14.38,36,129645.5,2021-12-07,2024-11-21,False
6,4,3165542,13.33,24,131897.58,2023-12-06,2025-11-25,True
3,4,1370023,8.1,360,3805.62,2019-07-09,2049-02-01,False
3,1,3574137,15.91,48,74461.19,2021-06-12,2025-05-22,False
9,3,2264435,8.03,180,12580.19,2020-01-10,2034-10-23,False
3,1,3958721,8.34,36,109964.47,2025-10-24,2028-10-08,False
2,4,4542961,12.32,360,12619.34,2025-09-17,2055-04-13,False
9,3,2760179,9.15,24,115007.46,2016-11-17,2018-11-07,False
6,2,4809291,15.64,48,100193.56,2017-06-18,2021-05-28,False
9,5,3045803,9.14,240,12690.85,2018-06-03,2038-02-18,False
4,1,3619226,7.8,240,15080.11,2020-04-12,2039-12-29,False
8,3,2895972,9.12,12,241331.0,2020-02-26,2021-02-20,False
3,3,1151706,9.43,36,31991.83,2017-06-17,2020-06-01,False
8,2,3525464,10.2,180,19585.91,2018-06-02,2033-03-15,False
4,5,3181086,8.19,180,17672.7,2018-11-20,2033-09-02,False
7,3,1502528,15.11,240,6260.53,2021-06-21,2041-03-08,False
6,2,2364862,15.77,360,6569.06,2017-11-16,2047-06-12,False
4,4,2143177,10.24,60,35719.62,2023-11-28,2028-11-01,True
9,1,3950262,7.12,360,10972.95,2021-11-08,2051-06-04,False
5,1,2169344,7.44,24,90389.33,2023-11-28,2025-11-17,False
9,2,431228,8.01,84,5133.67,2018-04-10,2025-03-04,False
10,3,75788,8.48,48,1578.92,2019-04-18,2023-03-28,False
3,2,2447114,8.99,120,20392.62,2025-12-22,2035-10-31,False
1,1,3711601,9.01,36,103100.03,2019-08-31,2022-08-15,False
6,3,879884,11.25,240,3666.18,2018-11-06,2038-07-24,False
7,5,3687264,7.39,48,76818.0,2021-02-23,2025-02-02,False
3,4,2442877,7.42,120,20357.31,2019-10-21,2029-08-29,False
9,4,4372378,13.14,360,12145.49,2022-10-02,2052-04-27,False
10,2,4149148,7.17,24,172881.17,2016-09-19,2018-09-09,False
3,1,3636063,11.45,48,75751.31,2017-10-05,2021-09-14,False
8,3,3609959,11.81,360,10027.66,2024-10-12,2054-05-08,False
5,2,4497880,10.87,48,93705.83,2022-08-05,2026-07-15,False
3,3,285531,11.23,120,2379.43,2022-04-11,2032-02-18,False
4,4,568339,15.83,84,6765.94,2021-10-13,2028-09-06,False
2,3,4274029,14.63,240,17808.45,2023-05-21,2043-02-05,False
2,2,305158,7.38,24,12714.92,2020-10-04,2022-09-24,False
9,1,191539,15.49,240,798.08,2018-04-26,2038-01-11,False
4,5,1036905,7.32,84,12344.11,2023-09-07,2030-08-01,True
5,2,3299752,12.86,120,27497.93,2023-02-18,2032-12-27,False
7,4,1975155,12.29,36,54865.42,2020-12-08,2023-11-23,False
1,3,1474116,13.02,12,122843.0,2017-04-11,2018-04-06,False
7,5,3216046,10.83,360,8933.46,2018-02-08,2047-09-04,False
2,1,4122792,13.91,240,17178.3,2021-07-21,2041-04-07,False
8,4,990633,12.88,36,27517.58,2016-08-19,2019-08-04,False
1,5,1534467,12.36,48,31968.06,2019-05-22,2023-05-01,False
9,3,1670537,7.63,48,34802.85,2025-11-27,2029-11-06,False
7,4,311970,13.71,12,25997.5,2018-03-12,2019-03-07,False
4,4,4121808,8.85,24,171742.0,2025-09-07,2027-08-28,False
7,4,1645222,15.28,84,19585.98,2018-12-18,2025-11-11,False
1,3,3305854,15.5,84,39355.4,2021-07-31,2028-06-24,False
6,1,2188385,8.75,12,182365.42,2024-12-25,2025-12-20,False
6,3,1952677,8.43,60,32544.62,2019-11-20,2024-10-24,False
9,1,2405644,12.67,60,40094.07,2021-10-22,2026-09-26,False
10,5,4266965,11.59,180,23705.36,2024-05-23,2039-03-06,False
3,2,4537826,9.34,60,75630.43,2022-12-08,2027-11-12,False
7,4,2606013,7.23,120,21716.78,2017-07-28,2027-06-06,False
5,2,2322960,14.09,180,12905.33,2018-04-11,2033-01-22,True
4,1,1153688,9.6,12,96140.67,2021-01-29,2022-01-24,False
10,5,637596,14.2,120,5313.3,2017-05-28,2027-04-06,False
5,3,693680,12.66,360,1926.89,2019-07-16,2049-02-08,False
6,1,2578106,12.09,60,42968.43,2023-09-01,2028-08-05,False
10,5,3131684,15.19,60,52194.73,2023-08-06,2028-07-10,False
7,1,3143342,14.76,360,8731.51,2016-08-21,2046-03-17,False
1,1,2579060,8.77,48,53730.42,2020-08-16,2024-07-26,False
8,5,2972122,14.52,84,35382.4,2019-09-02,2026-07-27,False
6,2,4901939,12.84,360,13616.5,2022-10-17,2052-05-12,False
3,2,705263,12.94,360,1959.06,2020-06-05,2049-12-30,False
8,5,3212512,9.3,84,38244.19,2024-03-13,2031-02-05,False
5,2,1154610,10.24,84,13745.36,2023-12-24,2030-11-17,False
2,4,3016370,9.72,240,12568.21,2018-10-24,2038-07-11,False
1,4,4047417,8.82,180,22485.65,2020-05-22,2035-03-05,False
3,4,3450329,14.17,84,41075.35,2022-03-03,2029-01-25,False
5,4,1074379,10.09,48,22382.9,2022-11-13,2026-10-23,True
7,5,547448,13.17,120,4562.07,2018-07-31,2028-06-08,True
5,3,1505380,15.72,48,31362.08,2023-10-28,2027-10-07,False
4,2,290447,7.61,12,24203.92,2024-04-29,2025-04-24,False
4,2,3703297,15.74,48,77152.02,2025-01-10,2028-12-20,False
2,3,210568,11.13,24,8773.67,2023-05-10,2025-04-29,False
8,5,1270077,10.43,60,21167.95,2016-11-25,2021-10-30,False
5,1,1361272,7.18,48,28359.83,2017-03-11,2021-02-18,False
3,5,2364368,11.34,180,13135.38,2019-02-08,2033-11-21,False
1,4,4980761,14.08,240,20753.17,2017-10-16,2037-07-03,False
1,1,4278553,7.51,120,35654.61,2021-03-29,2031-02-05,False
1,2,4475998,7.61,48,93249.96,2022-08-28,2026-08-07,True
7,5,3036741,9.68,24,126530.88,2021-08-13,2023-08-03,False
5,5,957498,7.19,360,2659.72,2017-07-29,2047-02-22,False
3,1,899804,13.28,120,7498.37,2018-04-18,2028-02-25,False
9,5,368537,7.55,24,15355.71,2018-11-22,2020-11-11,False
3,4,3827873,12.27,240,15949.47,2023-12-17,2043-09-03,False
8,4,2923443,13.33,360,8120.68,2017-01-31,2046-08-27,False
4,5,156869,8.34,180,871.49,2024-08-01,2039-05-15,False
5,3,805471,13.23,84,9588.94,2018-09-14,2025-08-08,False
10,5,4007214,14.43,24,166967.25,2021-08-17,2023-08-07,False
7,2,56118,14.38,12,4676.5,2020-03-28,2021-03-23,False
1,4,1217358,12.18,36,33815.5,2017-08-10,2020-07-25,True
5,3,3690046,15.17,240,15375.19,2021-07-02,2041-03-19,False
1,2,1950743,8.32,48,40640.48,2026-01-28,2030-01-07,False
5,3,869347,13.23,36,24148.53,2025-07-06,2028-06-20,False
1,5,2785609,13.92,36,77378.03,2017-03-28,2020-03-12,False
4,2,1014160,8.21,120,8451.33,2018-10-26,2028-09-03,False
4,4,60661,9.0,180,337.01,2020-05-01,2035-02-12,False
7,2,1782597,11.07,24,74274.88,2025-06-17,2027-06-07,False
5,5,2699759,8.58,360,7499.33,2021-03-23,2050-10-17,False
6,3,4621054,13.62,36,128362.61,2025-02-04,2028-01-20,False
6,4,2233509,14.17,48,46531.44,2023-12-03,2027-11-12,False
10,2,1764810,13.03,24,73533.75,2023-08-23,2025-08-12,False
10,2,3858457,7.24,240,16076.9,2025-07-28,2045-04-14,False
7,5,1389434,9.55,36,38595.39,2022-07-31,2025-07-15,False
5,4,2671421,14.78,240,11130.92,2016-09-17,2036-06-04,False
5,2,3223839,9.54,84,38379.04,2024-12-26,2031-11-20,False
6,4,989691,14.98,180,5498.28,2017-11-15,2032-08-28,False
3,4,3507755,13.38,60,58462.58,2022-07-16,2027-06-20,False
9,5,1633080,16.0,360,4536.33,2018-04-15,2047-11-09,False
2,4,902572,14.68,24,37607.17,2016-08-13,2018-08-03,False
1,5,1703768,7.71,180,9465.38,2020-12-29,2035-10-12,False
1,2,4111211,8.17,240,17130.05,2019-09-16,2039-06-03,False
5,1,3390613,8.88,120,28255.11,2018-04-09,2028-02-16,False
8,1,704831,10.18,360,1957.86,2020-03-13,2049-10-07,False
8,5,4262085,12.46,24,177586.88,2020-09-03,2022-08-24,False
8,3,3984210,10.75,240,16600.88,2023-09-24,2043-06-11,False
2,4,1022463,15.49,60,17041.05,2025-09-21,2030-08-26,False
6,4,2404450,12.79,48,50092.71,2022-06-13,2026-05-23,False
5,1,4422137,13.88,60,73702.28,2023-01-29,2028-01-03,False
10,5,2764042,9.49,180,15355.79,2018-07-14,2033-04-26,False
8,4,3982299,15.91,180,22123.88,2025-03-04,2039-12-16,False
5,3,163142,8.09,60,2719.03,2024-04-09,2029-03-14,False
8,4,1835497,15.23,24,76479.04,2023-05-27,2025-05-16,False
10,2,2027305,11.34,24,84471.04,2018-03-13,2020-03-02,False
3,1,3365298,11.05,36,93480.5,2023-07-30,2026-07-14,False
2,2,1382939,14.16,48,28811.23,2024-11-29,2028-11-08,False
8,1,929849,9.71,48,19371.85,2020-03-06,2024-02-14,False
4,3,1510943,7.31,60,25182.38,2022-10-24,2027-09-28,False
5,4,1024523,9.41,48,21344.23,2022-03-27,2026-03-06,True
8,4,3187046,15.49,360,8852.91,2021-09-04,2051-03-31,False
3,2,3186698,13.24,36,88519.39,2026-04-25,2029-04-09,False
7,4,4381311,8.6,60,73021.85,2021-11-11,2026-10-16,False
4,4,4698956,11.56,24,195789.83,2016-08-29,2018-08-19,False
1,4,3807255,15.34,120,31727.12,2026-02-18,2035-12-28,False
3,4,3306955,11.61,36,91859.86,2019-10-26,2022-10-10,False
7,3,4482051,13.78,180,24900.28,2021-02-13,2035-11-27,False
3,2,4165377,13.25,24,173557.38,2021-10-14,2023-10-04,False
9,4,3121670,11.16,84,37162.74,2019-12-12,2026-11-05,False
8,3,3864789,14.18,84,46009.39,2023-03-06,2030-01-28,False
3,1,1134583,9.65,180,6303.24,2019-11-29,2034-09-11,False
9,5,468739,10.05,12,39061.58,2018-03-03,2019-02-26,False
6,5,3127950,13.96,48,65165.62,2025-06-20,2029-05-30,False
4,3,3229493,12.6,360,8970.81,2020-01-25,2049-08-20,False
5,5,955079,8.63,120,7958.99,2023-03-15,2033-01-21,True
4,3,1843150,8.16,60,30719.17,2019-10-23,2024-09-26,False
2,1,1536129,10.21,48,32002.69,2017-04-07,2021-03-17,False
1,3,2051582,10.53,24,85482.58,2019-11-25,2021-11-14,False
8,1,3020504,13.78,12,251708.67,2021-05-10,2022-05-05,False
9,1,3894277,13.84,24,162261.54,2025-01-18,2027-01-08,False
2,1,2397817,11.56,12,199818.08,2025-08-30,2026-08-25,False
8,5,204755,7.49,48,4265.73,2017-08-18,2021-07-28,False
1,4,2687814,14.32,48,55996.12,2018-09-02,2022-08-12,False
3,5,1335827,12.44,12,111318.92,2019-07-22,2020-07-16,False
1,1,829432,9.93,60,13823.87,2025-03-25,2030-02-27,True
3,3,4561629,8.91,60,76027.15,2018-02-26,2023-01-31,False
9,2,962715,10.63,120,8022.62,2021-07-15,2031-05-24,False
5,5,3939637,14.47,360,10943.44,2022-11-17,2052-06-12,False
1,2,1842292,9.47,24,76762.17,2022-09-16,2024-09-05,False
10,3,3019750,8.76,60,50329.17,2019-11-28,2024-11-01,False
3,2,3615815,13.14,24,150658.96,2018-04-08,2020-03-28,False
7,1,3559184,10.8,84,42371.24,2025-12-31,2032-11-24,False
2,1,4613589,7.69,84,54923.68,2024-09-13,2031-08-08,False
6,5,3622108,10.92,180,20122.82,2020-09-13,2035-06-27,True
8,3,1597015,10.57,48,33271.15,2018-04-23,2022-04-02,True
2,2,2656545,11.23,84,31625.54,2016-09-08,2023-08-03,False
2,3,1368324,13.31,60,22805.4,2024-05-12,2029-04-16,False
8,3,541012,7.02,48,11271.08,2021-08-14,2025-07-24,False
5,5,1073723,15.17,12,89476.92,2025-07-29,2026-07-24,False
4,3,4969268,8.59,36,138035.22,2017-01-26,2020-01-11,False
8,2,2185312,12.85,84,26015.62,2023-05-05,2030-03-29,False
10,1,3311258,13.15,180,18395.88,2025-04-10,2040-01-22,False
1,3,3513167,7.33,84,41823.42,2022-02-26,2029-01-20,False
8,4,2089571,11.89,48,43532.73,2017-09-25,2021-09-04,False
9,1,3261804,7.01,36,90605.67,2019-04-05,2022-03-20,False
6,3,1046492,8.5,240,4360.38,2020-06-28,2040-03-15,False
7,5,351344,10.45,48,7319.67,2026-02-18,2030-01-28,False
7,4,546196,10.24,360,1517.21,2023-11-26,2053-06-21,False
5,3,641368,10.74,24,26723.67,2024-07-20,2026-07-10,False
6,3,4593116,15.78,240,19137.98,2026-03-02,2045-11-17,False
5,5,174251,11.02,24,7260.46,2022-07-21,2024-07-10,False
7,1,1629165,11.06,36,45254.58,2020-08-20,2023-08-05,False
3,5,3433487,15.6,12,286123.92,2018-07-26,2019-07-21,False
9,2,2438531,8.26,120,20321.09,2023-11-12,2033-09-20,False
1,2,561669,11.83,60,9361.15,2023-04-10,2028-03-14,False
3,1,2850840,8.1,180,15838.0,2023-04-03,2038-01-14,False
9,1,750685,7.57,240,3127.85,2022-08-27,2042-05-14,False
3,3,4766339,14.03,84,56742.13,2023-12-26,2030-11-19,False
5,1,2906979,15.71,180,16149.88,2017-01-16,2031-10-30,False
1,3,1867061,13.63,60,31117.68,2025-06-03,2030-05-08,False
2,3,4454282,8.89,48,92797.54,2023-03-05,2027-02-12,False
9,4,611561,14.29,240,2548.17,2018-04-24,2038-01-09,False
2,4,1192574,13.17,360,3312.71,2022-01-22,2051-08-18,False
9,1,4678888,9.82,240,19495.37,2019-11-24,2039-08-11,False
3,2,1828559,8.54,84,21768.56,2025-10-14,2032-09-07,False
2,3,1234755,15.49,12,102896.25,2022-05-04,2023-04-29,False
3,3,4487141,8.01,120,37392.84,2025-07-16,2035-05-25,False
9,2,530967,9.49,24,22123.62,2024-09-08,2026-08-29,False
7,3,242849,8.11,360,674.58,2026-03-02,2055-09-26,False
5,1,1298540,9.45,120,10821.17,2017-03-17,2027-01-24,False
9,5,4046116,12.08,48,84294.08,2022-03-17,2026-02-24,False
1,2,1016164,11.85,84,12097.19,2021-01-24,2027-12-19,False
6,4,2110825,13.02,120,17590.21,2016-08-09,2026-06-18,False
4,2,3679791,9.01,120,30664.92,2021-06-04,2031-04-13,False
6,2,2591918,10.98,84,30856.17,2022-03-27,2029-02-18,False
3,4,2159679,10.48,84,25710.46,2016-10-10,2023-09-04,False
2,1,1979675,12.92,120,16497.29,2025-09-04,2035-07-14,False
7,1,4530869,13.78,180,25171.49,2017-07-25,2032-05-07,False
4,1,303979,14.72,36,8443.86,2017-01-20,2020-01-05,False
4,1,2611292,15.54,180,14507.18,2022-06-27,2037-04-09,False
7,4,2112935,11.18,120,17607.79,2020-08-19,2030-06-28,False
3,2,783765,7.17,120,6531.38,2018-11-26,2028-10-04,False
5,3,2018483,11.26,120,16820.69,2018-05-23,2028-03-31,False
10,3,4120584,10.04,84,49054.57,2020-06-01,2027-04-26,False
6,2,3180277,12.2,36,88341.03,2023-10-28,2026-10-12,False
4,2,4116491,10.4,84,49005.85,2025-11-30,2032-10-24,False
4,3,2392012,12.06,180,13288.96,2022-10-04,2037-07-17,True
1,3,59430,14.32,360,165.08,2016-10-19,2046-05-15,False
6,3,170642,13.04,84,2031.45,2023-11-11,2030-10-05,False
2,5,1192505,9.54,240,4968.77,2020-11-15,2040-08-02,False
1,2,2021486,14.91,120,16845.72,2024-02-14,2033-12-23,False
2,3,4847066,15.77,360,13464.07,2023-06-19,2053-01-12,False
7,2,4218898,13.23,12,351574.83,2018-12-21,2019-12-16,False
7,5,498780,9.32,120,4156.5,2021-12-06,2031-10-15,False
2,4,3504923,8.87,84,41725.27,2018-04-03,2025-02-25,False
3,1,2721637,15.03,36,75601.03,2019-10-22,2022-10-06,True
4,2,2313841,7.64,12,192820.08,2017-03-18,2018-03-13,False
7,1,4102952,12.24,84,48844.67,2017-01-24,2023-12-19,False
7,4,3795822,15.01,12,316318.5,2022-04-17,2023-04-12,False
1,2,2442756,9.75,24,101781.5,2025-08-26,2027-08-16,False
8,3,4464712,8.56,360,12401.98,2018-09-09,2048-04-04,False
3,2,3247123,12.45,180,18039.57,2023-01-25,2037-11-07,False
8,3,462078,13.54,48,9626.62,2024-11-06,2028-10-16,False
8,2,2745660,15.39,60,45761.0,2019-11-20,2024-10-24,False
8,4,481886,15.87,240,2007.86,2016-11-08,2036-07-26,False
8,4,2661402,9.11,48,55445.88,2019-03-30,2023-03-09,False
5,1,1046056,8.74,360,2905.71,2023-04-18,2052-11-11,False
4,3,4042652,15.42,36,112295.89,2023-01-02,2025-12-17,False
8,4,590015,7.55,360,1638.93,2023-09-29,2053-04-24,True
8,4,4755601,7.13,120,39630.01,2018-01-10,2027-11-19,False
6,5,3204318,15.37,360,8900.88,2017-03-24,2046-10-18,False
9,1,4309018,14.71,48,89771.21,2016-07-12,2020-06-21,False
10,5,139730,12.82,48,2911.04,2022-07-13,2026-06-22,False
2,2,2454620,12.71,60,40910.33,2021-10-28,2026-10-02,False
3,5,3383330,14.71,12,281944.17,2018-02-26,2019-02-21,False
7,2,1071366,7.78,84,12754.36,2025-05-22,2032-04-15,False
5,1,3699556,10.12,240,15414.82,2022-09-13,2042-05-31,False
6,2,4020717,13.45,240,16752.99,2023-04-10,2042-12-26,True
1,5,551851,9.68,12,45987.58,2026-04-30,2027-04-25,False
2,4,932592,8.6,240,3885.8,2019-09-06,2039-05-24,False
9,1,2737559,14.32,180,15208.66,2025-01-26,2039-11-09,False
8,2,3964743,7.95,84,47199.32,2018-07-27,2025-06-20,False
4,3,3151341,14.16,60,52522.35,2017-05-06,2022-04-10,False
2,4,244299,13.47,180,1357.22,2018-03-10,2032-12-21,False
5,5,1101636,9.32,36,30601.0,2018-08-04,2021-07-19,False
10,1,2764040,13.95,240,11516.83,2019-10-15,2039-07-02,False
8,4,2820027,8.31,84,33571.75,2020-01-23,2026-12-17,False
8,1,2152611,12.54,12,179384.25,2019-07-26,2020-07-20,False
9,2,141722,15.84,120,1181.02,2021-01-31,2030-12-10,False
8,2,1642284,14.64,240,6842.85,2023-07-29,2043-04-15,False
6,3,1714643,9.19,84,20412.42,2020-09-07,2027-08-02,False
8,2,1431821,7.69,60,23863.68,2017-05-27,2022-05-01,True
6,4,140078,15.51,180,778.21,2019-03-28,2034-01-08,False
3,4,1866692,10.02,48,38889.42,2021-03-04,2025-02-11,False
